   0	3.919099e+06	7.858313e+18	3.275219e+18
   1	3.916706e+06	6.336457e+18	4.277010e+18
   2	3.916706e+06	4.934504e+18	4.600374e+18
   3	3.916706e+06	4.150517e+18	4.588570e+18
   4	3.916706e+06	3.910710e+18	4.558101e+18
   5	3.916706e+06	3.800029e+18	4.539698e+18
   6	3.914315e+06	3.846146e+18	4.547702e+18
   7	3.914315e+06	3.311191e+18	4.424518e+18
   8	3.762430e+06	3.680125e+18	4.516619e+18
   9	3.762430e+06	3.615562e+18	4.502820e+18
  10	3.762430e+06	3.403424e+18	4.450590e+18
  11	3.762430e+06	3.670902e+18	4.514706e+18
  12	3.762430e+06	3.597115e+18	4.498699e+18
  13	3.760041e+06	3.384978e+18	4.445541e+18
  14	3.760041e+06	3.311191e+18	4.424518e+18
  15	3.760041e+06	3.523328e+18	4.481420e+18
  16	3.760041e+06	3.412648e+18	4.453084e+18
  17	3.760041e+06	3.615562e+18	4.502820e+18
  18	3.760041e+06	3.541775e+18	4.485860e+18
  19	3.760041e+06	3.504881e+18	4.476900e+18
  20	3.760041e+06	3.597115e+18	4.498699e+18
  21	3.760041e+06	3.606338e+18	4.500769e+18
  22	3.760041e+06	3.329637e+18	4.429898e+18
  23	3.605781e+06	3.467988e+18	4.467617e+18
  24	3.605781e+06	3.523328e+18	4.481420e+18
  25	3.605781e+06	3.873816e+18	4.552274e+18
  26	3.605781e+06	3.929156e+18	4.560899e+18
  27	3.605781e+06	3.753912e+18	4.531211e+18
  28	3.605781e+06	3.707796e+18	4.522237e+18
  29	3.605781e+06	3.560222e+18	4.490219e+18
  30	3.605781e+06	3.486435e+18	4.472299e+18
  31	3.605781e+06	3.919933e+18	4.559509e+18
  32	3.605781e+06	3.947603e+18	4.563622e+18
  33	3.605781e+06	3.486435e+18	4.472299e+18
  34	3.605781e+06	3.984497e+18	4.568838e+18
  35	3.605781e+06	3.827699e+18	4.544559e+18
  36	3.605781e+06	3.523328e+18	4.481420e+18
  37	3.605781e+06	3.919933e+18	4.559509e+18
  38	3.605781e+06	3.938380e+18	4.562270e+18
  39	3.605781e+06	3.809253e+18	4.541338e+18
  40	3.605781e+06	3.873816e+18	4.552274e+18
  41	3.605781e+06	3.781583e+18	4.536362e+18
  42	3.605781e+06	4.122847e+18	4.585704e+18
  43	3.605781e+06	3.717019e+18	4.524071e+18
  44	3.605781e+06	4.085954e+18	4.581621e+18
  45	3.605781e+06	3.892263e+18	4.555225e+18
  46	3.605781e+06	3.772359e+18	4.534664e+18
  47	3.605781e+06	3.993720e+18	4.570095e+18
  48	3.605781e+06	3.800029e+18	4.539698e+18
  49	3.605781e+06	4.049060e+18	4.577237e+18
  50	3.605781e+06	4.095177e+18	4.582670e+18
  51	3.605781e+06	3.929156e+18	4.560899e+18
  52	3.449212e+06	4.095177e+18	4.582670e+18
  53	3.449212e+06	4.002943e+18	4.571332e+18
  54	3.449212e+06	4.168964e+18	4.590386e+18
  55	3.449212e+06	3.707796e+18	4.522237e+18
  56	3.449212e+06	3.763136e+18	4.532947e+18
  57	3.449212e+06	4.002943e+18	4.571332e+18
  58	3.449212e+06	4.095177e+18	4.582670e+18
  59	3.449212e+06	3.864593e+18	4.550769e+18
  60	3.449212e+06	3.956827e+18	4.564954e+18
  61	3.449212e+06	3.910710e+18	4.558101e+18
  62	3.449212e+06	3.763136e+18	4.532947e+18
  63	3.449212e+06	3.919933e+18	4.559509e+18
  64	3.449212e+06	3.753912e+18	4.531211e+18
  65	3.449212e+06	4.150517e+18	4.588570e+18
  66	3.449212e+06	3.836923e+18	4.546140e+18
  67	3.449212e+06	3.892263e+18	4.555225e+18
  68	3.449212e+06	3.772359e+18	4.534664e+18
  69	3.449212e+06	4.049060e+18	4.577237e+18
  70	3.449212e+06	3.993720e+18	4.570095e+18
  71	3.449212e+06	3.790806e+18	4.538040e+18
  72	3.449212e+06	3.726242e+18	4.525885e+18
  73	3.449212e+06	3.532551e+18	4.483650e+18
  74	3.449212e+06	3.855370e+18	4.549245e+18
  75	3.449212e+06	3.753912e+18	4.531211e+18
  76	3.449212e+06	3.892263e+18	4.555225e+18
  77	3.449212e+06	3.846146e+18	4.547702e+18
  78	3.449212e+06	3.615562e+18	4.502820e+18
  79	3.449212e+06	3.836923e+18	4.546140e+18
  80	3.449212e+06	3.587892e+18	4.496609e+18
  81	3.449212e+06	3.634009e+18	4.506861e+18
  82	3.449212e+06	3.753912e+18	4.531211e+18
  83	3.449212e+06	3.753912e+18	4.531211e+18
  84	3.449212e+06	3.763136e+18	4.532947e+18
  85	3.449212e+06	3.606338e+18	4.500769e+18
  86	3.449212e+06	3.670902e+18	4.514706e+18
  87	3.449212e+06	3.717019e+18	4.524071e+18
  88	3.449212e+06	3.569445e+18	4.492369e+18
  89	3.449212e+06	4.076730e+18	4.580554e+18
  90	3.449212e+06	3.744689e+18	4.529455e+18
  91	3.449212e+06	3.624785e+18	4.504850e+18
  92	3.449212e+06	3.541775e+18	4.485860e+18
  93	3.449212e+06	4.095177e+18	4.582670e+18
  94	3.449212e+06	3.892263e+18	4.555225e+18
  95	3.449212e+06	3.486435e+18	4.472299e+18
  96	3.449212e+06	4.039837e+18	4.576094e+18
  97	3.449212e+06	3.624785e+18	4.504850e+18
  98	3.449212e+06	3.919933e+18	4.559509e+18
  99	3.449212e+06	3.846146e+18	4.547702e+18
 100	3.449212e+06	4.113624e+18	4.584712e+18
 101	3.449212e+06	4.002943e+18	4.571332e+18
 102	3.449212e+06	4.298091e+18	4.601011e+18
 103	3.449212e+06	4.205858e+18	4.593795e+18
 104	3.449212e+06	4.436442e+18	4.608355e+18
 105	3.449212e+06	3.938380e+18	4.562270e+18
