   0	0.000000e+00	0.000000e+00	6.437914e+18	4.234683e+18	2.563100e+01
   1	0.000000e+00	0.000000e+00	2.979149e+18	4.313058e+18	1.899800e+01
   2	0.000000e+00	0.000000e+00	2.093705e+18	3.863602e+18	1.672800e+01
   3	0.000000e+00	0.000000e+00	1.890791e+18	3.723490e+18	1.660000e+01
   4	0.000000e+00	0.000000e+00	1.743217e+18	3.611030e+18	1.803100e+01
   5	0.000000e+00	0.000000e+00	1.761664e+18	3.625607e+18	1.902700e+01
   6	0.000000e+00	0.000000e+00	1.466516e+18	3.372767e+18	2.045100e+01
   7	0.000000e+00	0.000000e+00	1.650984e+18	3.535801e+18	2.362800e+01
   8	0.000000e+00	0.000000e+00	1.780111e+18	3.640032e+18	2.458700e+01
   9	0.000000e+00	0.000000e+00	1.614090e+18	3.504578e+18	2.527000e+01
  10	0.000000e+00	0.000000e+00	1.604867e+18	3.496668e+18	2.524200e+01
  11	0.000000e+00	0.000000e+00	1.724771e+18	3.596299e+18	2.523500e+01
  12	0.000000e+00	0.000000e+00	1.577197e+18	3.472682e+18	2.401500e+01
  13	0.000000e+00	0.000000e+00	1.567973e+18	3.464601e+18	2.423700e+01
  14	0.000000e+00	0.000000e+00	1.457293e+18	3.364142e+18	2.403300e+01
  15	0.000000e+00	0.000000e+00	1.780111e+18	3.640032e+18	2.485500e+01
  16	0.000000e+00	0.000000e+00	1.512633e+18	3.415189e+18	2.481700e+01
  17	0.000000e+00	0.000000e+00	1.355836e+18	3.266051e+18	2.420200e+01
  18	0.000000e+00	0.000000e+00	1.420399e+18	3.329165e+18	2.456900e+01
  19	0.000000e+00	0.000000e+00	1.577197e+18	3.472682e+18	2.373500e+01
  20	0.000000e+00	0.000000e+00	1.448069e+18	3.355470e+18	2.350700e+01
  21	0.000000e+00	0.000000e+00	1.595643e+18	3.488715e+18	2.391500e+01
  22	0.000000e+00	0.000000e+00	1.346612e+18	3.256830e+18	2.390200e+01
  23	0.000000e+00	0.000000e+00	1.401953e+18	3.311383e+18	2.414300e+01
  24	0.000000e+00	0.000000e+00	1.531080e+18	3.431838e+18	2.413400e+01
  25	0.000000e+00	0.000000e+00	1.623313e+18	3.512446e+18	2.423400e+01
  26	0.000000e+00	0.000000e+00	1.346612e+18	3.256830e+18	2.369500e+01
  27	0.000000e+00	0.000000e+00	1.475740e+18	3.381344e+18	2.384400e+01
  28	0.000000e+00	0.000000e+00	1.715547e+18	3.588876e+18	2.458800e+01
  29	0.000000e+00	0.000000e+00	2.102929e+18	3.869598e+18	2.481600e+01
  30	0.000000e+00	0.000000e+00	1.936908e+18	3.756755e+18	2.388200e+01
   0	3.100000e+01	3.170000e+02	6.493254e+18	4.210386e+18	2.525300e+01
   1	3.100000e+01	3.170000e+02	4.556346e+18	4.611354e+18	1.886900e+01
   2	3.100000e+01	2.960000e+02	4.178188e+18	4.591266e+18	1.876700e+01
   3	3.100000e+01	2.960000e+02	3.717019e+18	4.524071e+18	1.804500e+01
   4	3.100000e+01	3.170000e+02	3.938380e+18	4.562270e+18	1.829200e+01
   5	3.100000e+01	3.170000e+02	3.698572e+18	4.520384e+18	1.863000e+01
   6	3.100000e+01	2.960000e+02	3.818476e+18	4.542958e+18	1.864700e+01
   7	3.100000e+01	3.170000e+02	3.135946e+18	4.369192e+18	1.780700e+01
   8	3.100000e+01	2.960000e+02	3.477211e+18	4.469968e+18	1.908700e+01
   9	3.100000e+01	2.960000e+02	3.560222e+18	4.490219e+18	1.956900e+01
  10	3.100000e+01	3.170000e+02	3.467988e+18	4.467617e+18	1.925900e+01
  11	3.100000e+01	3.170000e+02	3.246627e+18	4.405027e+18	1.926500e+01
  12	1.600000e+01	2.930000e+02	3.043713e+18	4.336947e+18	1.941000e+01
  13	1.600000e+01	2.930000e+02	3.218957e+18	4.396357e+18	2.033500e+01
  14	1.600000e+01	2.810000e+02	3.117500e+18	4.362918e+18	2.025000e+01
  15	1.600000e+01	2.930000e+02	3.163617e+18	4.378441e+18	1.942900e+01
  16	1.600000e+01	2.680000e+02	3.052936e+18	4.340270e+18	2.011000e+01
  17	1.600000e+01	2.930000e+02	3.080606e+18	4.350108e+18	2.040800e+01
  18	1.600000e+01	2.930000e+02	2.942256e+18	4.298913e+18	2.004400e+01
  19	1.600000e+01	2.930000e+02	2.859245e+18	4.265747e+18	2.096400e+01
   0	3.100000e+01	2.960000e+02	6.696168e+18	4.113707e+18	2.667300e+01
