   0	1.283000e+03	9.914000e+03	2.029142e+17	1.352915e+18	4.539300e+01
   1	1.141000e+03	9.884000e+03	1.383506e+17	1.121124e+18	4.400500e+01
   2	8.980000e+02	7.127000e+03	1.475740e+17	1.157304e+18	4.242200e+01
   3	8.810000e+02	6.836000e+03	5.534023e+16	7.122928e+17	3.403000e+01
   0	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	4.644000e+01
   1	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	5.212000e+01
   2	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	5.410000e+01
   3	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	4.859000e+01
   4	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	5.113000e+01
   5	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	5.168000e+01
   6	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	5.716000e+01
   7	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	5.570000e+01
   0	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	4.051000e+01
   1	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	3.931000e+01
   2	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	3.399000e+01
   3	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	4.208000e+01
   4	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	3.723000e+01
   5	9.223372e+18	9.223372e+18	9.223372e+18	0.000000e+00	3.680000e+01
   0	0.000000e+00	0.000000e+00	9.223372e+16	9.177139e+17	4.467000e+01
   1	0.000000e+00	0.000000e+00	9.223372e+16	9.177139e+17	4.229000e+01
   0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.372000e+01
   1	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.271000e+01
   2	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.597000e+01
   3	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.181000e+01
   0	1.765000e+03	1.418400e+04	1.765000e+03	0.000000e+00	3.993000e+01
   1	1.765000e+03	1.418400e+04	1.765000e+03	0.000000e+00	4.047000e+01
   2	1.765000e+03	1.418400e+04	1.765000e+03	0.000000e+00	4.502000e+01
