   0	9.778300e+04	9.848180e+05	5.469460e+18	4.531211e+18	3.124200e+01
   1	9.778300e+04	9.848180e+05	2.481087e+18	4.090012e+18	2.175300e+01
   2	9.671000e+04	9.617610e+05	1.936908e+18	3.756755e+18	1.931600e+01
   3	9.520700e+04	9.314860e+05	1.660207e+18	3.543504e+18	1.905200e+01
   4	3.730600e+04	4.000010e+05	1.623313e+18	3.512446e+18	1.944900e+01
   5	3.730600e+04	4.000010e+05	1.604867e+18	3.496668e+18	1.938000e+01
   6	3.715600e+04	3.988010e+05	1.558750e+18	3.456476e+18	1.969300e+01
   7	3.715600e+04	3.988010e+05	1.457293e+18	3.364142e+18	1.999700e+01
   8	3.715600e+04	3.988010e+05	1.309719e+18	3.219419e+18	1.832500e+01
   9	3.715600e+04	3.988010e+05	1.383506e+18	3.293403e+18	1.756600e+01
  10	3.715600e+04	3.988010e+05	1.346612e+18	3.256830e+18	1.820200e+01
   0	1.076110e+05	1.130411e+06	5.690821e+18	4.483650e+18	3.227600e+01
   1	1.004400e+05	1.031240e+06	2.490310e+18	4.094803e+18	2.188300e+01
   2	1.004400e+05	1.031240e+06	1.881568e+18	3.716733e+18	2.004200e+01
   3	1.004400e+05	1.031240e+06	1.604867e+18	3.496668e+18	1.816500e+01
   0	1.028070e+05	1.068357e+06	5.257322e+18	4.566268e+18	3.244000e+01
   1	1.028070e+05	1.068357e+06	2.767012e+18	4.226680e+18	2.340000e+01
   0	1.145000e+05	1.199900e+06	5.718491e+18	4.476900e+18	3.523000e+01
